rank	gene	longname	codelen	nnei	nncd	nsil	nmis	nstp	nspl	nind	nnon	npat	nsite	pCV	pCL	pFN	p	q
13974	PNLIPRP3	pancreatic lipase-related protein 3	1450	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13975	PNMA2	paraneoplastic antigen MA2	1095	95	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13976	PNMA3	paraneoplastic antigen MA3	1395	666	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13977	PNMAL1	PNMA-like 1	1350	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13978	PNMAL2	PNMA-like 2	1908	72	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13979	PNMT	phenylethanolamine N-methyltransferase	1212	26	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13980	PNN	pinin, desmosome associated protein	2188	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13981	PNO1	partner of NOB1 homolog (S. cerevisiae)	962	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13982	PNOC	prepronociceptin	543	136	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13983	PNP	purine nucleoside phosphorylase	890	269	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13984	PNPLA1	patatin-like phospholipase domain containing 1	1654	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13985	PNPLA2	patatin-like phospholipase domain containing 2	1547	95	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13986	PNPLA3	patatin-like phospholipase domain containing 3	1478	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13987	PNPLA4	patatin-like phospholipase domain containing 4	786	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13988	PNPLA5	patatin-like phospholipase domain containing 5	1322	191	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13989	PNPO	pyridoxamine 5'-phosphate oxidase	810	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13990	PNPT1	polyribonucleotide nucleotidyltransferase 1	2462	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13991	PNRC1	proline-rich nuclear receptor coactivator 1	988	43	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13992	POC1A	POC1 centriolar protein homolog A (Chlamydomonas)	1268	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13993	POC5	POC5 centriolar protein homolog (Chlamydomonas)	1785	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13994	PODN	podocan	2028	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13995	PODNL1	podocan-like 1	1595	54	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13996	PODXL	podocalyxin-like	1709	1	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13997	POFUT1	protein O-fucosyltransferase 1	1238	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13998	POFUT2	protein O-fucosyltransferase 2	1461	29	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
13999	POGK	pogo transposable element with KRAB domain	1850	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14000	POLA1	polymerase (DNA directed), alpha 1	4535	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14001	POLA2	polymerase (DNA directed), alpha 2 (70kD subunit)	1865	45	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14002	POLB	polymerase (DNA directed), beta	1062	71	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14003	POLD2	polymerase (DNA directed), delta 2, regulatory subunit 50kDa	1452	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14004	POLD3	polymerase (DNA-directed), delta 3, accessory subunit	1447	32	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14005	POLD4	polymerase (DNA-directed), delta 4	336	194	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14006	POLDIP2	polymerase (DNA-directed), delta interacting protein 2	1329	20	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14007	POLE3	polymerase (DNA directed), epsilon 3 (p17 subunit)	539	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14008	POLE4	polymerase (DNA-directed), epsilon 4 (p12 subunit)	368	149	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14009	POLH	polymerase (DNA directed), eta	2414	22	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14010	POLI	polymerase (DNA directed) iota	2261	201	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14011	POLK	polymerase (DNA directed) kappa	2799	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14012	POLL	polymerase (DNA directed), lambda	1806	72	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14013	POLM	polymerase (DNA directed), mu	1527	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14014	POLQ	polymerase (DNA directed), theta	7889	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14015	POLR1C	polymerase (RNA) I polypeptide C, 30kDa	2452	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14016	POLR1D	polymerase (RNA) I polypeptide D, 16kDa	757	205	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14017	POLR1E	polymerase (RNA) I polypeptide E, 53kDa	1306	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14018	POLR2A	polymerase (RNA) II (DNA directed) polypeptide A, 220kDa	6941	34	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14019	POLR2C	polymerase (RNA) II (DNA directed) polypeptide C, 33kDa	1007	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14020	POLR2D	polymerase (RNA) II (DNA directed) polypeptide D	443	294	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14021	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa	663	15	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14022	POLR2F	polymerase (RNA) II (DNA directed) polypeptide F	574	115	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14023	POLR2G	polymerase (RNA) II (DNA directed) polypeptide G	547	77	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14024	POLR2H	polymerase (RNA) II (DNA directed) polypeptide H	535	108	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14025	POLR2I	polymerase (RNA) II (DNA directed) polypeptide I, 14.5kDa	608	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14026	POLR2J	polymerase (RNA) II (DNA directed) polypeptide J, 13.3kDa	368	128	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14027	POLR2J2	polymerase (RNA) II (DNA directed) polypeptide J2	364	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14028	POLR2J3	polymerase (RNA) II (DNA directed) polypeptide J3	367	85	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14029	POLR2K	polymerase (RNA) II (DNA directed) polypeptide K, 7.0kDa	189	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14030	POLR2L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa	210	36	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14031	POLR3D	polymerase (RNA) III (DNA directed) polypeptide D, 44kDa	1229	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14032	POLR3E	polymerase (RNA) III (DNA directed) polypeptide E (80kD)	2207	22	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14033	POLR3F	polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa	1090	22	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14034	POLR3GL	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like	725	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14035	POLR3H	polymerase (RNA) III (DNA directed) polypeptide H (22.9kD)	1231	23	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14036	POLR3K	polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa	655	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14037	POM121C	POM121 membrane glycoprotein C	3015	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14038	POMGNT1	protein O-linked mannose beta1,2-N-acetylglucosaminyltransferase	2067	34	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14039	POMP	proteasome maturation protein	448	64	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14040	POMZP3	POM (POM121 homolog, rat) and ZP3 fusion	589	79	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14041	PON1	paraoxonase 1	1102	16	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14042	PON2	paraoxonase 2	1097	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14043	POP1	processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)	3204	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14044	POP4	processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)	689	15	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14045	POP5	processing of precursor 5, ribonuclease P/MRP subunit (S. cerevisiae)	512	63	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14046	POP7	processing of precursor 7, ribonuclease P/MRP subunit (S. cerevisiae)	427	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14047	POPDC2	popeye domain containing 2	1107	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14048	POPDC3	popeye domain containing 3	884	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14049	POR	P450 (cytochrome) oxidoreductase	2103	73	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14050	PORCN	porcupine homolog (Drosophila)	1442	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14051	POTEA	POTE ankyrin domain family, member A	1547	14	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14052	POTEB	POTE ankyrin domain family, member B	2530	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14053	POTED	POTE ankyrin domain family, member D	1799	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14054	POTEE	POTE ankyrin domain family, member E	3286	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14055	POTEF	POTE ankyrin domain family, member F	3288	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14056	POTEG	POTE ankyrin domain family, member G	1568	110	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14057	POTEH	POTE ankyrin domain family, member H	1679	30	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14058	POTEM	POTE ankyrin domain family, member M	1568	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14059	POU1F1	POU class 1 homeobox 1	974	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14060	POU2AF1	POU class 2 associating factor 1	787	70	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14061	POU2F1	POU class 2 homeobox 1	2292	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14062	POU2F3	POU class 2 homeobox 3	1361	56	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14063	POU3F1	POU class 3 homeobox 1	1358	35	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14064	POU3F2	POU class 3 homeobox 2	1332	179	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14065	POU3F3	POU class 3 homeobox 3	1502	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14066	POU4F3	POU class 4 homeobox 3	1025	204	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14067	POU5F1B	POU class 5 homeobox 1B	1080	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14068	POU6F1	POU class 6 homeobox 1	926	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14069	PPA1	pyrophosphatase (inorganic) 1	910	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14070	PPAN	peter pan homolog (Drosophila)	1279	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14071	PPAN-P2RY11	PPAN-P2RY11	2326	9	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14072	PPAP2B	phosphatidic acid phosphatase type 2B	956	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14073	PPAP2C	phosphatidic acid phosphatase type 2C	1007	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14074	PPAPDC1A	phosphatidic acid phosphatase type 2 domain containing 1A	840	137	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14075	PPAPDC1B	phosphatidic acid phosphatase type 2 domain containing 1B	906	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14076	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2	914	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14077	PPAPDC3	phosphatidic acid phosphatase type 2 domain containing 3	820	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14078	PPARA	peroxisome proliferator-activated receptor alpha	1431	51	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14079	PPARD	peroxisome proliferator-activated receptor delta	1374	35	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14080	PPARG	peroxisome proliferator-activated receptor gamma	1544	38	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14081	PPARGC1A	peroxisome proliferator-activated receptor gamma, coactivator 1 alpha	2447	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14082	PPAT	phosphoribosyl pyrophosphate amidotransferase	1605	26	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14083	PPBP	pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	397	21	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14084	PPCDC	phosphopantothenoylcysteine decarboxylase	635	12	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14085	PPCS	phosphopantothenoylcysteine synthetase	1025	136	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14086	PPDPF	pancreatic progenitor cell differentiation and proliferation factor homolog (zebrafish)	357	121	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14087	PPEF1	protein phosphatase, EF-hand calcium binding domain 1	2022	52	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14088	PPEF2	protein phosphatase, EF-hand calcium binding domain 2	2326	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14089	PPFIA1	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 1	3721	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14090	PPFIA2	protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2	3898	7	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14091	PPFIBP2	PTPRF interacting protein, binding protein 2 (liprin beta 2)	2723	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14092	PPHLN1	periphilin 1	1635	10	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14093	PPIA	peptidylprolyl isomerase A (cyclophilin A)	516	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14094	PPIAL4A	peptidylprolyl isomerase A (cyclophilin A)-like 4A	53736	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14095	PPIAL4B	peptidylprolyl isomerase A (cyclophilin A)-like 4B	53736	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14096	PPIAL4C	peptidylprolyl isomerase A (cyclophilin A)-like 4C	53736	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14097	PPIAL4D	peptidylprolyl isomerase A (cyclophilin A)-like 4D	1314	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14098	PPIAL4E		497	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14099	PPIAL4F		1314	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14100	PPIAL4G	peptidylprolyl isomerase A (cyclophilin A)-like 4G	498	48	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14101	PPIB	peptidylprolyl isomerase B (cyclophilin B)	667	25	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14102	PPIC	peptidylprolyl isomerase C (cyclophilin C)	655	227	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14103	PPIE	peptidylprolyl isomerase E (cyclophilin E)	1315	20	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14104	PPIF	peptidylprolyl isomerase F (cyclophilin F)	646	61	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14105	PPIG	peptidylprolyl isomerase G (cyclophilin G)	2313	1	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14106	PPIH	peptidylprolyl isomerase H (cyclophilin H)	572	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14107	PPIL1	peptidylprolyl isomerase (cyclophilin)-like 1	513	12	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14108	PPIL2	peptidylprolyl isomerase (cyclophilin)-like 2	1668	5	6	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14109	PPIL3	peptidylprolyl isomerase (cyclophilin)-like 3	696	55	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14110	PPIL5	peptidylprolyl isomerase (cyclophilin)-like 5	1257	120	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14111	PPM1B	protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform	1523	68	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14112	PPM1E	protein phosphatase 1E (PP2C domain containing)	2292	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14113	PPM1G	protein phosphatase 1G (formerly 2C), magnesium-dependent, gamma isoform	1677	4	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14114	PPM1H	protein phosphatase 1H (PP2C domain containing)	1581	17	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14115	PPM1J	protein phosphatase 1J (PP2C domain containing)	1556	37	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14116	PPM1K	protein phosphatase 1K (PP2C domain containing)	1143	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14117	PPM1L	protein phosphatase 1 (formerly 2C)-like	1097	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14118	PPM1M	protein phosphatase 1M (PP2C domain containing)	925	106	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14119	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)	1309	2	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14120	PPP1CA	protein phosphatase 1, catalytic subunit, alpha isoform	1172	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14121	PPP1CC	protein phosphatase 1, catalytic subunit, gamma isoform	996	46	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14122	PPP1R10	protein phosphatase 1, regulatory (inhibitor) subunit 10	3112	10	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14123	PPP1R11	protein phosphatase 1, regulatory (inhibitor) subunit 11	416	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14124	PPP1R14A	protein phosphatase 1, regulatory (inhibitor) subunit 14A	458	317	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14125	PPP1R14B	protein phosphatase 1, regulatory (inhibitor) subunit 14B	456	5	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14126	PPP1R14C	protein phosphatase 1, regulatory (inhibitor) subunit 14C	510	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14127	PPP1R14D	protein phosphatase 1, regulatory (inhibitor) subunit 14D	621	0	2	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14128	PPP1R16B	protein phosphatase 1, regulatory (inhibitor) subunit 16B	1743	99	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14129	PPP1R1A	protein phosphatase 1, regulatory (inhibitor) subunit 1A	540	6	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14130	PPP1R1B	protein phosphatase 1, regulatory (inhibitor) subunit 1B (dopamine and cAMP regulated phosphoprotein, DARPP-32)	639	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14131	PPP1R1C	protein phosphatase 1, regulatory (inhibitor) subunit 1C	346	140	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14132	PPP1R2	protein phosphatase 1, regulatory (inhibitor) subunit 2	638	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14133	PPP1R3B	protein phosphatase 1, regulatory (inhibitor) subunit 3B	862	203	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14134	PPP1R3C	protein phosphatase 1, regulatory (inhibitor) subunit 3C	958	0	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14135	PPP1R3D	protein phosphatase 1, regulatory (inhibitor) subunit 3D	900	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14136	PPP1R3F	protein phosphatase 1, regulatory (inhibitor) subunit 3F	2414	44	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14137	PPP1R7	protein phosphatase 1, regulatory (inhibitor) subunit 7	1121	25	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14138	PPP1R8	protein phosphatase 1, regulatory (inhibitor) subunit 8	1082	18	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14139	PPP2CA	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform	954	53	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14140	PPP2CB	protein phosphatase 2 (formerly 2A), catalytic subunit, beta isoform	954	32	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14141	PPP2R1A	protein phosphatase 2 (formerly 2A), regulatory subunit A , alpha isoform	1826	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14142	PPP2R1B	protein phosphatase 2 (formerly 2A), regulatory subunit A, beta isoform	2089	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14143	PPP2R2B	protein phosphatase 2 (formerly 2A), regulatory subunit B, beta isoform	1504	20	1	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14144	PPP2R2C	protein phosphatase 2 (formerly 2A), regulatory subunit B, gamma isoform	1450	3	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14145	PPP2R2D	protein phosphatase 2, regulatory subunit B, delta isoform	1288	75	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14146	PPP2R3A	protein phosphatase 2 (formerly 2A), regulatory subunit B'', alpha	3635	0	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14147	PPP2R3C	protein phosphatase 2 (formerly 2A), regulatory subunit B'', gamma	2399	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14148	PPP2R4	protein phosphatase 2A activator, regulatory subunit 4	1144	15	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14149	PPP2R5B	protein phosphatase 2, regulatory subunit B', beta isoform	1542	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14150	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma isoform	2018	22	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14151	PPP2R5E	protein phosphatase 2, regulatory subunit B', epsilon isoform	1456	19	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14152	PPP3CB	protein phosphatase 3 (formerly 2B), catalytic subunit, beta isoform	1963	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14153	PPP3CC	protein phosphatase 3 (formerly 2B), catalytic subunit, gamma isoform	1591	16	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14154	PPP3R1	protein phosphatase 3 (formerly 2B), regulatory subunit B, alpha isoform	533	66	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14155	PPP3R2	protein phosphatase 3 (formerly 2B), regulatory subunit B, beta isoform	524	2	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14156	PPP4C	protein phosphatase 4 (formerly X), catalytic subunit	956	6	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14157	PPP4R2	protein phosphatase 4, regulatory subunit 2	1882	0	5	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14158	PPP4R4	protein phosphatase 4, regulatory subunit 4	2793	63	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14159	PPP5C	protein phosphatase 5, catalytic subunit	1550	34	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14160	PPP6C	protein phosphatase 6, catalytic subunit	1057	83	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14161	PPPDE1		601	57	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14162	PPPDE2		588	98	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14163	PPT1	palmitoyl-protein thioesterase 1 (ceroid-lipofuscinosis, neuronal 1, infantile)	953	55	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14164	PPT2	palmitoyl-protein thioesterase 2	1022	46	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14165	PPTC7	PTC7 protein phosphatase homolog (S. cerevisiae)	935	7	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14166	PPWD1	peptidylprolyl isomerase domain and WD repeat containing 1	1983	11	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14167	PPY	pancreatic polypeptide	298	108	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14168	PPYR1	pancreatic polypeptide receptor 1	1132	138	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14169	PQBP1	polyglutamine binding protein 1	828	4	1	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14170	PQLC1	PQ loop repeat containing 1	836	3	0	1	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14171	PQLC2	PQ loop repeat containing 2	1005	47	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14172	PRAC	prostate cancer susceptibility candidate	180	8	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14173	PRAMEF1	PRAME family member 1	1439	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14174	PRAMEF10	PRAME family member 10	1439	416	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14175	PRAMEF12	PRAME family member 12	1462	27	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14176	PRAMEF13	PRAME family member 13	1437	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14177	PRAMEF14	PRAME family member 14	2682	145	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14178	PRAMEF15	PRAME family member 15	2898	516	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
14179	PRAMEF16	PRAME family member 16	1435	13	0	0	0	0	0	0	0	0	0	1	NaN	NaN	1	1
